merchant,description,category
Microsoft 365,Wireless service,Bills & Utilities
VENMO CASHOUT $2955.58,,Income
DIRECT DEPOSIT PAYROLL $3520.03 Insurance payout,,Income
Thai Basil,Birthday cake,Food & Drink
BEST BUY #7279 BERLIN,,Shopping
LOWES #4600 $970.31,,Housing
USPS POSTAGE $140.19,,Other
FEDEx SHIPPING $113.94,,Other
Personal Trainer,,Entertainment
AMC THEATRES TORONTO $10.42 Manicure,,Entertainment
HBO Max,Rental,Entertainment
UNIVERSITY TUITION $1105.66 Monthly subscription,,Education
Publix,Chicken,Food & Drink
Cracker Barrel,,Food & Drink
FedEx,Unknown,Other
Crunchyroll,Wellness subscription,Entertainment
UDEMY COURSE $1996.37 Language class,,Education
Charles Schwab,Award,Income
IRCTC,Annual pass,Transport
HOA Payment,hipoteca,Housing
KAISER PERMANENTE $1147.08,,Healthcare
Psychologist,gesundheit,Healthcare
UBER EATS *Papa John's PURCHASE Quick bite,,Food & Drink
Plumber,سكن,Housing
ACH CREDIT Royalty Payment Donation received,,Income
WALGREENS #9544 $410.72 Crown,,Healthcare
Dollar Rental,Gas,Transport
Fry's Electronics,,Shopping
DEBIT PURCHASE Best Buy,,Shopping
Coursera Plus,Course,Education
Flatiron School,Test preparation,Education
Hard Rock Cafe SUBSCRIPTION RENEWAL,,Food & Drink
METRO TRANSIT $427.70 Flight ticket,,Transport
Dividend Payment,Freelance work,Income
Chipotle Mexican Grill,Seafood,Food & Drink
Drone,Facial,Entertainment
Pluralsight,Degree program,Education
WESTERN UNION $133.83 Prepaid load,,Other
XBOX LIVE $114.63 Festival,,Entertainment
Music School,Study guide,Education
COURSERA PURCHASE $1467.60,,Education
Vanpool,Checked bag,Transport
Internet Bill,Installation fee,Bills & Utilities
MORTGAGE PAYMENT $2332.64 Security deposit,,Housing
ONLINE PURCHASE Texas Roadhouse.COM Taco,,Food & Drink
Taxi,سفر,Transport
BJ's Wholesale,Digital purchase,Shopping
Retainer,환급,Income
Flooring,Flooring,Housing
PARKING SYDNEY $306.59 Highway toll,,Transport
Security System,Maid service,Housing
DIRECT DEBIT Gold's Gym $339.00,,Bills & Utilities
T-MOBILE AUTOPAY $234.67,,Bills & Utilities
Vet Clinic,Psychiatry,Healthcare
MORTGAGE PAYMENT $850.45,,Housing
Vitamins,Pharmacy,Healthcare
XBOX LIVE $42.21,,Entertainment
VENMO CASHOUT $781.66 Contract work,,Income
Consulting Fee,Holiday pay,Income
Tip,оплата,Income
TARGET T-9045 PURCHASE Cable,,Shopping
Family plan,,Bills & Utilities
PLURALSIGHT $1010.77,,Education
DIRECT DEPOSIT PAYROLL $1613.22,,Income
Crutches,치과,Healthcare
LYFT RIDES $25.76,,Transport
HOME DEPOT #9673 $2258.20,,Housing
AUTOPAY VERIZON WIRELESS $108.07,,Bills & Utilities
Urgent Care,Prescription,Healthcare
Disney+,assinatura,Bills & Utilities
UNIVERSITY TUITION $920.44 Language learning,,Education
Zalando,одежда,Shopping
HOSPITAL BILL $1288.68 Medical,,Healthcare
Orkin,ипотека,Housing
E-ZPass,Oil change,Transport
Property Management Co.,إيجار,Housing
USAA,Direct debit,Bills & Utilities
VENMO CASHOUT $3818.15 Holiday pay,,Income
Angi,Handyman,Housing
Google Workspace,Recurring charge,Bills & Utilities
STEAM PURCHASE $48.40,,Entertainment
Bonus Payment,reembolso,Income
LYFT RIDES $23.84,,Transport
Domino's,Date night,Food & Drink
Plant Store,Fine payment,Other
ACH CREDIT Intellectual Property,,Income
SCHOOL PAYMENT $1250.33,,Education
PG&E ELECTRIC $224.37 Cable,,Bills & Utilities
COURSERA PURCHASE $565.70,,Education
Gold's Gym,공과금,Bills & Utilities
National Car Rental,Economy class,Transport
HOME DEPOT.COM $1202.49 Roofing,,Housing
Lowe's,Home improvement,Housing
PROPERTY TAX $2205.43 Rent,,Housing
Retail Store,divers,Other
DEBIT PURCHASE TJ Maxx Jewelry,,Shopping
BEST BUY #4369 SAO PAULO,,Shopping
ACH CREDIT License Fee Monthly salary,,Income
Ride Share,EV charging,Transport
Book Store,книги,Education
Qdoba,Date night,Food & Drink
FEDEx SHIPPING $191.81,,Other
UNIVERSITY TUITION $1113.44 Martial arts,,Education
STEAM PURCHASE $59.89,,Entertainment
Qdoba,Weekly groceries,Food & Drink
DENTAL ASSOCIATES $299.46,,Healthcare
Carpet,住宅,Housing
MEDICAL CENTER $1421.67,,Healthcare
Hulu,सदस्यता,Bills & Utilities
Bet,Pressing,Other
Legal Services,Other,Other
SPOTIFY USA $144.71 Monthly subscription,,Entertainment
Wendy's,음식,Food & Drink
Gratuity,Award,Income
CityMD,Imaging,Healthcare
AMAZON.COM PURCHASE $466.49 Garden supplies,,Shopping
Greyhound,Annual pass,Transport
Social Security,Donation received,Income
SAT Prep,,Education
Costa Coffee,कॉफी,Food & Drink
Textbook Store,Yoga class,Education
FutureLearn,教育,Education
BEST BUY #4008 SINGAPORE Kitchenware,,Shopping
MAINTENANCE Smart Lock $1628.03,,Housing
Self Storage,Boarding,Other
Bank Fee,Delivery,Other
Little Caesars,almoço,Food & Drink
Language School,kurs,Education
Trulia,修理,Housing
STATE TREASURY REFUND Bond interest,,Income
Marshalls,compras,Shopping
Ambulance,Urgent care,Healthcare
Sweetgreen,café,Food & Drink
E*Trade,Refund,Income
Naan Stop,Meal,Food & Drink
Thrifty,,Transport
GEICO PAYMENT $167.46 Gas bill,,Bills & Utilities
Deli,Coffee,Food & Drink
UDEMY COURSE $311.83,,Education
Vocational Training,университет,Education
HOME DEPOT.COM $983.06,,Housing
Sewer Bill,उपयोगिताएँ,Bills & Utilities
Sonic,レストラン,Food & Drink
Amazon Locker,General expense,Other
Reliant Energy,Utility bill,Bills & Utilities
Toptal,salário,Income
BANK FEE $104.52,,Other
Xbox Store,Audiobook,Entertainment
Coursera Plus,Dance class,Education
PlayStation Plus,música,Entertainment
Fry's Electronics,casa,Shopping
USPS POSTAGE $138.46,,Other
Dividend Payment,erstattung,Income
T-MOBILE AUTOPAY $309.10 Broadband,,Bills & Utilities
BEST BUY #1863 SINGAPORE,,Shopping
CVS PHARMACY #6724 $826.52,,Healthcare
Nest,Furniture,Housing
Ring,Late fee,Bills & Utilities
Skillsoft,Coding bootcamp,Education
QUEST DIAGNOSTICS $788.85,,Healthcare
Rehab Associates,Pet surgery,Healthcare
Convenience Fee,Notary,Other
ONLINE PURCHASE Trader Joe's.COM All-you-can-eat,,Food & Drink
Carpool,택시,Transport
Apple Music,,Entertainment
MISC PURCHASE $199.72 Replacement,,Other
Wheelchair,Medical,Healthcare
WAL-MART SUPERCENTER #3541,,Shopping
Employer Inc.,revenu,Income
Medical bill,Therapy,Healthcare
Cinema,Movie ticket,Entertainment
DEBIT CARD PURCHASE In-N-Out,,Food & Drink
SKILLSHARE $174.58,,Education
Barnes & Noble,E-book,Entertainment
USPS POSTAGE $61.04 Lost item,,Other
Apple Music,Standing order,Bills & Utilities
Property Tax,إصلاح,Housing
DOORDASH *Smoothie Bar PURCHASE,,Food & Drink
AMAZON.COM PURCHASE $12.59,,Shopping
STOCK SALE REBA $4481.08 Dividend payment,,Income
Internet Bill,versorgung,Bills & Utilities
COMCAST CABLE $139.15 Direct debit,,Bills & Utilities
ONLINE PURCHASE Insomnia Cookies.COM,,Food & Drink
Pandora,Karaoke night,Entertainment
Craigslist,аренда,Housing
BEST BUY #4675 SEOUL Baby items,,Shopping
STATE FARM INS $214.71,,Bills & Utilities
Books-A-Million,Skincare,Shopping
T-MOBILE AUTOPAY $268.68 Family plan,,Bills & Utilities
Brinks,बीमा,Bills & Utilities
Contractor,बंधक,Housing
SPOTIFY USA $50.63 Family plan,,Entertainment
DOORDASH *IHOP PURCHASE Ice cream,,Food & Drink
UPS SHIPPING $191.98,,Other
Greggs,café,Food & Drink
Mosque,,Other
Church,Tithe,Other
METRO TRANSIT $299.52 Gas fill-up,,Transport
VENMO CASHOUT $3394.22 Holiday pay,,Income
SKILLSHARE $870.09,,Education
Outback,Burrito,Food & Drink
Auto Insurance,Recurring charge,Bills & Utilities
Angi,Tax payment,Housing
BANK FEE $1.69,,Other
HOME DEPOT.COM $1011.71 Camera system,,Housing
DELTA AIR LINES $97.80,,Transport
MAINTENANCE Zillow $2545.67,,Housing
CARD 6440 PURCHASE Curry House Weekend brunch,,Food & Drink
UNIVERSITY TUITION $300.04 Art class,,Education
METRO TRANSIT $110.64,,Transport
The Halal Guys,Date night,Food & Drink
Dollar General,电子产品,Shopping
DIVIDEND PRIZ $3782.17 Paycheck,,Income
DIRECT DEBIT Home Security $262.08 Finance charge,,Bills & Utilities
CARD 3959 PURCHASE Arby's,,Food & Drink
TNT,Uncategorized,Other
DENTAL ASSOCIATES $106.12 Blood work,,Healthcare
Lowe's,Baby items,Shopping
FEDEx SHIPPING $55.46,,Other
MEDICAL CENTER $976.57 Doctor visit,,Healthcare
STEAM PURCHASE $183.21,,Entertainment
STOCK SALE ROBI $8946.80 Cash back reward,,Income
Coursera,Tuition payment,Education
MISC PURCHASE $188.71,,Other
LOWES #5479 $1343.07,,Housing
HVAC,,Housing
TARGET T-1859 PURCHASE,,Shopping
Church,Consultation,Other
Paintball,Game purchase,Entertainment
WESTERN UNION $177.37 Other,,Other
XBOX LIVE $91.98,,Entertainment
Zoo,,Entertainment
Texas Roadhouse,저녁,Food & Drink
Safeway,किराने का सामान,Food & Drink
MEDICAL CENTER $517.59 Pet medication,,Healthcare
Udacity,English class,Education
Life Insurance,Auto-pay,Bills & Utilities
Trash Pickup,Monthly fee,Bills & Utilities
WESTERN UNION $196.30,,Other
Insomnia Cookies,,Food & Drink
COURSERA PURCHASE $715.24,,Education
UBER EATS *Dairy Queen PURCHASE,,Food & Drink
Etsy,Rebate check,Income
Bowling,Movie,Entertainment
TICKETMASTER $188.75,,Entertainment
HOME DEPOT.COM $1399.08 Cleaning,,Housing
LOWES #7272 $2052.87,,Housing
Moe's Southwest Grill,Lunch,Food & Drink
Juice Bar,Food,Food & Drink
PROPERTY TAX $2024.05 Home insurance,,Housing
METRO TRANSIT $673.29,,Transport
Chili's,Chicken,Food & Drink
Life Insurance,Broadband,Bills & Utilities
Omio,Business class,Transport
Retainer,Sublease,Income
TARGET T-5468 PURCHASE,,Shopping
Upwork,收入,Income
Blood test,अस्पताल,Healthcare
Fidelity,Rebate check,Income
AUTOPAY VERIZON WIRELESS $165.22,,Bills & Utilities
WALGREENS #6354 $909.31 Blood work,,Healthcare
Public Transit,Diesel,Transport
Krispy Kreme SUBSCRIPTION RENEWAL,,Food & Drink
SKILLSHARE $783.61 Cooking class,,Education
Lottery Ticket,Babysitting,Other
LYFT RIDES $681.91,,Transport
SKILLSHARE $82.96,,Education
Game Ticket,musik,Entertainment
Notebooks,educação,Education
PAYPAL TRANSFER $2000.46 Contract work,,Income
DIRECT DEPOSIT PAYROLL $9754.04 Donation received,,Income
PHARMACY PURCHASE $1287.07,,Healthcare
HOME DEPOT #5452 $1812.25,,Housing
TICKETMASTER $197.34 Monthly subscription,,Entertainment
TARGET T-1816 PURCHASE,,Shopping
GOVERNMENT PAYMENT $105.77 Legal fee,,Other
Google Career Certificates,universidade,Education
DEBIT PURCHASE Michaels,,Shopping
NIKE.COM ORDER PURCHASE Outdoor gear,,Shopping
Overstock,T-shirt,Shopping
Cash App,Rental income,Income
GEICO PAYMENT $321.79,,Bills & Utilities
REI,,Shopping
Souplantation,Ice cream,Food & Drink
Hobby Lobby,,Shopping
Bonus Payment,зарплата,Income
Subway STORE #5922 PURCHASE,,Food & Drink
AUTOPAY VERIZON WIRELESS $190.92 Auto-pay,,Bills & Utilities
PAYPAL TRANSFER $6781.50 Royalties,,Income
UBER *TRIP $482.24,,Transport
Stand-up Show,streaming,Entertainment
Wire Transfer Fee,Gift card purchase,Other
WESTERN UNION $163.90 Transfer,,Other
UNITED AIRLINES $20.48,,Transport
EXXON MOBIL #7321 Carry-on,,Transport
Amazon Locker,अन्य,Other
Rewards,退款,Income
DataCamp,Lifetime access,Education
PG&E ELECTRIC $115.65,,Bills & Utilities
Retirement Distribution,Interest payment,Income
Property Tax,Storage,Housing
CHEGG STUDY $501.25,,Education
COMCAST CABLE $295.98,,Bills & Utilities
ONLINE ORDER GameStop Boots,,Shopping
The Cheesecake Factory,,Food & Drink
Ulta Beauty,Toddler,Shopping
First American,,Housing
SCHOOL PAYMENT $566.34,,Education
Sears Optical,Prescription,Healthcare
Instituto Cervantes,Technology fee,Education
Language School,शिक्षा,Education
Home Depot,Handyman,Housing
PARKING HOUSTON $269.48,,Transport
Golden Corral,Grocery run,Food & Drink
TICKETMASTER $82.20,,Entertainment
STEAM PURCHASE $24.02,,Entertainment
Robinhood,remboursement,Income
PURCHASE AUTHORIZED Jamba Juice $15.17,,Food & Drink
BANK FEE $182.99 Donation,,Other
POS PURCHASE KFC LOS ANGELES,,Food & Drink
KAISER PERMANENTE $1058.91,,Healthcare
YouTube TV,Theme park,Entertainment
LOWES #7085 $2849.75 Vacation rental,,Housing
Accountant,Top-up,Other
EXXON MOBIL #8043 Gas,,Transport
PLURALSIGHT $1990.49,,Education
BioReference,Medical,Healthcare
Shake Shack,점심,Food & Drink
Accountant,varios,Other
Direct Deposit,Overtime,Income
GEICO PAYMENT $101.51 Installation fee,,Bills & Utilities
Museum,Monthly subscription,Entertainment
UNIVERSITY TUITION $768.81 Diploma,,Education
ER visit,Medical visit,Healthcare
Zalando,T-shirt,Shopping
Taco Bell,مطعم,Food & Drink
ONLINE ORDER BJ's Wholesale Wedding gift,,Shopping
UPS SHIPPING $129.86,,Other
Airbnb,Investment return,Income
COURSERA PURCHASE $1187.90,,Education
Cleveland Clinic,Pet surgery,Healthcare
Laser Tag,Theme park,Entertainment
LOWES #8817 $2631.37 Home improvement,,Housing
Vivid Seats,Theme park,Entertainment
CARD 5445 PURCHASE Krispy Kreme,,Food & Drink
Tutor,Workshop,Education
DIRECT DEBIT YouTube Premium $319.01,,Bills & Utilities
Sale Proceeds,Side hustle,Income
IRCTC,,Transport
Recycling,Service fee,Bills & Utilities
Google Workspace,Monthly premium,Bills & Utilities
Duke Energy,請求書,Bills & Utilities
PLAYSTATION STORE $111.03,,Entertainment
Sears Optical,दंत चिकित्सक,Healthcare
HOME DEPOT #8902 $2748.99,,Housing
RENT PAYMENT $1208.81 Property tax,,Housing
Consulting Fee,지급,Income
Starbucks,Date night,Food & Drink
Gift Card,各种,Other
Little Caesars,दोपहर का भोजन,Food & Drink
Notary,Other expense,Other
Disney+,Monthly premium,Bills & Utilities
UPS SHIPPING $191.30,,Other
FedEx Office,Misc purchase,Other
Orthopedist,牙科,Healthcare
Xbox Game Pass,Theatre,Entertainment
Toll,Metro pass,Transport
Seafood Market,コーヒー,Food & Drink
GOVERNMENT PAYMENT $5.66 Stamp,,Other
Rail Europe,Oil change,Transport
DELTA AIR LINES $308.80,,Transport
SCHOOL PAYMENT $1934.52,,Education
PAYPAL TRANSFER $9074.14 Licensing,,Income
Panera Bread,Cake,Food & Drink
PlayStation Plus,,Entertainment
Internet Bill,مرافق,Bills & Utilities
Penalty,различные,Other
Chanel,kleidung,Shopping
CHEGG STUDY $1431.95 Registration fee,,Education
Johns Hopkins,Pharmacy,Healthcare
SpotHero,Business class,Transport
UDEMY COURSE $1726.20 Tuition payment,,Education
Clinic,Extraction,Healthcare
Babbel,streaming,Entertainment
PAYPAL TRANSFER $8752.15,,Income
Notebooks,Martial arts,Education
Circus,musique,Entertainment
Codecademy,Tuition,Education
EXXON MOBIL #9488 Airport transfer,,Transport
Self Storage,Tithe,Other
Surgery,Doctor visit,Healthcare
Red Cross,Accounting,Other
Micro Center,Game purchase,Shopping
STOCK SALE UPWO $1441.27 Refund,,Income
BP Pulse,Parking weekly,Transport
Banggood,Jacket,Shopping
Rosetta Stone,音乐,Entertainment
TICKETMASTER $138.15,,Entertainment
MAINTENANCE Landscaping $1447.01 Lease payment,,Housing
Landscaping,Tax payment,Housing
Moving Company,Airbnb stay,Housing
Junk Removal,Move-in fee,Housing
Storage,一般,Other
Specialty Store,Footwear,Shopping
QUEST DIAGNOSTICS $679.75,,Healthcare
MasterClass,Grant,Education
Redfin,,Housing
RENT PAYMENT $1166.33,,Housing
GEICO PAYMENT $237.27,,Bills & Utilities
Rentokil,Furniture,Housing
SpotHero,旅行,Transport
Alimony,Late fee,Bills & Utilities
Commission,수입,Income
HOME DEPOT #5019 $672.00 Maid service,,Housing
DENTAL ASSOCIATES $1230.51,,Healthcare
Naan Stop STORE #6562 PURCHASE,,Food & Drink
STATE FARM INS $303.31,,Bills & Utilities
Delta Airlines,Premium gas,Transport
RENT PAYMENT $2232.12,,Housing
Charter,Mobile plan,Bills & Utilities
Dollar General,Books,Shopping
Direct Energy,Subscription,Bills & Utilities
YouTube Premium,Standing order,Bills & Utilities
LIVE NATION $77.74 Battle pass,,Entertainment
HOME DEPOT #2249 $2223.28,,Housing
Gift Money,salário,Income
Community Center,Unit rental,Other
Flight,Car wash,Transport
LOWES #8777 $2687.33 Tax payment,,Housing
Convenience Fee,Fine payment,Other
YouTube Premium,Meditation app,Entertainment
Drone,jeux,Entertainment
Nothing Bundt Cakes,café,Food & Drink
Public Transit,हवाई जहाज,Transport
IRS TREAS 310 TAX REF Prize,,Income
Electric Bill,Installation fee,Bills & Utilities
CHEGG STUDY $1496.88 Books,,Education
APPLE STORE PURCHASE $210.13 Slippers,,Shopping
American Airlines,flugzeug,Transport
Spirit,Vehicle lease,Transport
HOME DEPOT.COM $1464.29,,Housing
Saks Fifth Avenue,Accessories,Shopping
Specialty Store,electrónica,Shopping
Tax Return,Paycheck,Income
PG&E ELECTRIC $157.39 Annual premium,,Bills & Utilities
KAISER PERMANENTE $939.50,,Healthcare
Airline Ticket,Airline ticket,Transport
Dermatologist,Prescription,Healthcare
TICKETMASTER $168.70 Pay-per-view,,Entertainment
Peloton,utilitaires,Bills & Utilities
Pho Hoa,mittagessen,Food & Drink
Mental Health,Lab results,Healthcare
Paramount+,,Entertainment
PLAYSTATION STORE $23.83,,Entertainment
EXXON MOBIL #2021,,Transport
Department Store,Gift,Shopping
Plumber,Plumber,Housing
United Way,Damage payment,Other
Mosquito Control,Moving,Housing
SCHOOL PAYMENT $682.15,,Education
UNIVERSITY TUITION $71.11,,Education
LYFT RIDES $271.50 Gas,,Transport
U-Haul,hipoteca,Housing
Green Mountain Energy,счета,Bills & Utilities
The Cheesecake Factory STORE #4410 PURCHASE Iced Coffee,,Food & Drink
MISC PURCHASE $195.43 General expense,,Other
Lawyer,Filing fee,Other
TikTok,Manicure,Entertainment
Lambda School,Language class,Education
CHEGG STUDY $542.74 Art class,,Education
PLURALSIGHT $239.40,,Education
United Airlines,Brake pads,Transport
Ashley Furniture,Charger,Shopping
Roadside Assistance,택시,Transport
Thumbtack,Airbnb stay,Housing
Bath & Body Works,Sports equipment,Shopping
Sephora,Quarterly box,Shopping
Sewer District,Internet,Bills & Utilities
WALGREENS #7102 $52.60,,Healthcare
Yoga Studio,,Bills & Utilities
DEBIT CARD PURCHASE Dishoom Dinner,,Food & Drink
IRCTC,Economy class,Transport
BANK FEE $31.50,,Other
State Tax Refund,Prize,Income
MinuteClinic,Counseling,Healthcare
RECURRING PAYMENT ADT,,Bills & Utilities
Gas Bill,,Bills & Utilities
Banggood,App purchase,Shopping
Crunchyroll,엔터테인먼트,Entertainment
Property Tax,Home insurance,Housing
HOME DEPOT.COM $2959.09 Rent,,Housing
Gusto Payroll,Bonus,Income
Spotify,подписка,Bills & Utilities
Under Armour,покупки,Shopping
EXXON MOBIL #1005,,Transport
Babbel,Podcast,Entertainment
PG&E ELECTRIC $37.50,,Bills & Utilities
Pet Boarding,Top-up,Other
LOWES #4058 $2751.47 Rent,,Housing
MORTGAGE PAYMENT $1070.64,,Housing
Google Career Certificates,Language learning,Education
DIRECT DEPOSIT PAYROLL $5013.69,,Income
COMCAST CABLE $145.75 Fiber,,Bills & Utilities
HOME DEPOT.COM $2748.52 Paint,,Housing
TICKETMASTER $127.30,,Entertainment
Voucher,Notary,Other
Poker Night,Expansion,Entertainment
PG&E ELECTRIC $299.68,,Bills & Utilities
Civic,Bank fee,Other
METRO TRANSIT $357.34,,Transport
Vet Clinic,병원,Healthcare
Physical Therapy,Medical bill,Healthcare
METRO TRANSIT $359.17,,Transport
WESTERN UNION $61.12 Daily purchase,,Other
Trade School,éducation,Education
PG&E ELECTRIC $103.11 Mobile plan,,Bills & Utilities
Test Prep,curso,Education
GOVERNMENT PAYMENT $21.18,,Other
TARGET T-6069 PURCHASE Hiking,,Shopping
Nightclub,Live music,Entertainment
UPS SHIPPING $92.02 Damage payment,,Other
D&D Session,Expansion,Entertainment
PAYPAL TRANSFER $6894.30,,Income
Medical equipment,Medical bill,Healthcare
Heartland Dental,Vitamins,Healthcare
UPS SHIPPING $191.78,,Other
LOWES #6915 $1975.59 Home warranty,,Housing
MORTGAGE PAYMENT $1547.75,,Housing
DOORDASH *Nothing Bundt Cakes PURCHASE Food,,Food & Drink
PG&E,Service charge,Bills & Utilities
DoorDash Order SUBSCRIPTION RENEWAL,,Food & Drink
Locksmith,Decor,Housing
Parking Garage,طائرة,Transport
AMC THEATRES TOKYO $151.50,,Entertainment
TARGET T-9166 PURCHASE,,Shopping
Property Tax,Water bill,Bills & Utilities
PLAYSTATION STORE $192.31 E-book,,Entertainment
Content subscription,Art show,Entertainment
Tandoori Nights,Water,Food & Drink
AUTOPAY VERIZON WIRELESS $335.56,,Bills & Utilities
Copy Shop,,Other
SKILLSHARE $1417.33 Coding bootcamp,,Education
VENMO CASHOUT $4149.08,,Income
Ola,Express lane,Transport
PHARMACY PURCHASE $1150.86,,Healthcare
HBO Max,Auto-pay,Bills & Utilities
WALGREENS #4646 $610.29 CPAP supplies,,Healthcare
Transit Authority,出租车,Transport
TARGET T-1235 PURCHASE,,Shopping
Commission,Cash back reward,Income
Gas Station,Tire rotation,Transport
NETFLIX.COM $156.01,,Entertainment
Khan Academy,kurs,Education
STATE FARM INS $313.63,,Bills & Utilities
Pediatrician,Orthodontist,Healthcare
Cleaning Service,Smart home,Housing
Udemy,université,Education
Late Fee,Prepaid load,Other
KAISER PERMANENTE $349.71 Vaccination,,Healthcare
UBER *TRIP $667.91,,Transport
UPS SHIPPING $114.91 Uncategorized,,Other
Outback,Chicken,Food & Drink
Water Park,Documentary,Entertainment
NIKE.COM ORDER PURCHASE Subscription box,,Shopping
T-Mobile,Auto-pay,Bills & Utilities
NETFLIX.COM $160.49 Digital purchase,,Entertainment
Nanny,Charity,Other
Neiman Marcus,Sunglasses,Shopping
Seafood Market,,Food & Drink
POS PURCHASE Tonkotsu Ramen SYDNEY,,Food & Drink
National Car Rental,Supercharger,Transport
Baggage Fee,Airport lounge,Transport
LIVE NATION $153.03,,Entertainment
PHARMACY PURCHASE $55.04 Prescription,,Healthcare
DIVIDEND REFU $7860.93 IRS refund,,Income
CVS PHARMACY #7873 $1319.65,,Healthcare
QUEST DIAGNOSTICS $486.01,,Healthcare
ADP Payroll,Interest payment,Income
FedEx,geral,Other
RENT PAYMENT $656.81 Windows,,Housing
Ross Stores,Garden supplies,Shopping
Doctor,Lab results,Healthcare
Phone plan,Fiber,Bills & Utilities
LensCrafters,Medicine,Healthcare
QUEST DIAGNOSTICS $1215.22,,Healthcare
Johns Hopkins,Filling,Healthcare
Notary,divers,Other
PLAYSTATION STORE $154.72,,Entertainment
Water Company,Service fee,Bills & Utilities
Content subscription,Fitness class,Entertainment
AUTOPAY VERIZON WIRELESS $295.94 Subscription,,Bills & Utilities
DENTAL ASSOCIATES $695.26,,Healthcare
AMC THEATRES LONDON $30.00,,Entertainment
DIVIDEND SSDI $5312.42 Bond interest,,Income
Church,Misc purchase,Other
DIRECT DEPOSIT PAYROLL $8683.22,,Income
Ophthalmologist,Diabetic supplies,Healthcare
University,Cooking class,Education
Apartments.com,Remodel,Housing
QUEST DIAGNOSTICS $534.91 Therapy,,Healthcare
CARD 3532 PURCHASE Greggs Tea,,Food & Drink
Samsung,متجر,Shopping
APPLE STORE PURCHASE $352.24,,Shopping
Smoothie Bar,아침,Food & Drink
Fuel,Seat upgrade,Transport
U-Haul,Monthly rent,Housing
UDEMY COURSE $1765.71,,Education
Cash Back,退款,Income
AT&T Store,,Shopping
Tesco,午餐,Food & Drink
DIRECT DEBIT Frontier Communications $64.84,,Bills & Utilities
POS PURCHASE Bob Evans PARIS Takeout,,Food & Drink
LOWES #4481 $1976.76 Repair supplies,,Housing
Car Wash,Economy class,Transport
Junk Removal,Tax payment,Housing
SCHOOL PAYMENT $911.33 Tuition fee,,Education
CARD 0443 PURCHASE Pizza Hut Pasta,,Food & Drink
PHARMACY PURCHASE $997.81,,Healthcare
Pediatrician,,Healthcare
Wayfair,Wedding gift,Shopping
Mattress Store,Monthly mortgage,Housing
GoFundMe,Certification,Other
Walgreens,Urgent care,Healthcare
Freelance Client,erstattung,Income
PayPal,Gift card redemption,Income
Postmates Order STORE #8109 PURCHASE Quick bite,,Food & Drink
Souplantation,Family meal,Food & Drink
Tea House,저녁,Food & Drink
Moving Company,Monthly rent,Housing
METRO TRANSIT $583.62,,Transport
AMC THEATRES LOS ANGELES $41.31 Expansion,,Entertainment
Con Edison,abonnement,Bills & Utilities
UDEMY COURSE $1698.67 Tuition payment,,Education
LYFT RIDES $148.92,,Transport
Laundromat,Other expense,Other
WAL-MART SUPERCENTER #6073,,Shopping
Various,прочее,Other
National Grid,Utility bill,Bills & Utilities
CreativeLive,université,Education
Locksmith,Security,Housing
PARKING HOUSTON $603.58,,Transport
HOME DEPOT #5606 $1105.24,,Housing
AMAZON.COM PURCHASE $27.98 Toys,,Shopping
Realtor.com,,Housing
PLAYSTATION STORE $71.22,,Entertainment
Phone Bill,Annual premium,Bills & Utilities
METRO TRANSIT $665.89 Flight,,Transport
Gym,музыка,Entertainment
Grooming,geral,Other
Bonus Payment,Gig payment,Income
CVS PHARMACY #3627 $162.13,,Healthcare
Karaoke,кино,Entertainment
SKILLSHARE $287.14,,Education
Property Tax,Moving,Housing
WESTERN UNION $72.87 Transfer,,Other
NIKE.COM ORDER PURCHASE T-shirt,,Shopping
Test Prep,Student fee,Education
MAINTENANCE Property Management Co. $2759.75,,Housing
CVS PHARMACY #1151 $1330.08,,Healthcare
SCHOOL PAYMENT $210.75 Monthly subscription,,Education
Ramen Ichiran,Alcohol,Food & Drink
Restoration Hardware,Kitchenware,Shopping
Paycheck,Capital gains,Income
WALGREENS #8091 $347.38,,Healthcare
Guitar Lessons,Financial aid,Education
Brake Service,,Transport
PG&E ELECTRIC $154.87,,Bills & Utilities
PHARMACY PURCHASE $886.88,,Healthcare
Rent Payment,주택담보대출,Housing
Amazon,Beauty products,Shopping
Gas Bill,Security system,Bills & Utilities
Art School,大学,Education
UPS SHIPPING $9.38,,Other
Starbucks,Latte,Food & Drink
Prada,Electronics,Shopping
MinuteClinic,hôpital,Healthcare
Discovery+,엔터테인먼트,Entertainment
WESTERN UNION $151.62 Top-up,,Other
Charity,Uncategorized,Other
CHEGG STUDY $1025.83,,Education
British Airways,Uber,Transport
DELTA AIR LINES $583.42 Round trip,,Transport
CVS PHARMACY #4450 $445.41 Crown,,Healthcare
Binance,,Income
SCHOOL PAYMENT $1551.08,,Education
GOVERNMENT PAYMENT $81.62,,Other
Lab work,Medical supplies,Healthcare
Gym Membership,Monthly fee,Bills & Utilities
UBER *TRIP $142.10 Oil change,,Transport
Opera,игры,Entertainment
ADT,Broadband,Bills & Utilities
Brake Service,교통,Transport
Health insurance copay,طبي,Healthcare
Budget Truck,Home improvement,Housing
Late Fee,Contribution,Other
RENT PAYMENT $1579.45,,Housing
IRS TREAS 310 TAX REF Coaching,,Income
TARGET T-9607 PURCHASE,,Shopping
Concert ticket,E-book,Entertainment
