merchant,description,category
HOA Payment,मरम्मत,Housing
Dermatologist,स्वास्थ्य,Healthcare
School,Cooking class,Education
Crypto Exchange,वापसी,Income
LOWES #5850 $1749.46,,Housing
BANK FEE $13.54,,Other
Fidelity,erstattung,Income
RECURRING PAYMENT Charter autopay,,Bills & Utilities
PROPERTY TAX $1375.81,,Housing
Fiverr,راتب,Income
PURCHASE AUTHORIZED Starbucks $74.97,,Food & Drink
Notebooks,Tuition fee,Education
Yard Sale,Award,Income
Deductible payment,ヘルスケア,Healthcare
PLAYSTATION STORE $58.66,,Entertainment
UPS SHIPPING $3.67 Unknown,,Other
Lenovo,,Shopping
Doctor,Lab results,Healthcare
UPS SHIPPING $169.34 Top-up,,Other
Gift Money,,Income
Tesco,Burger,Food & Drink
FEDEx SHIPPING $132.55 Storage rental,,Other
POS PURCHASE Golden Corral LOS ANGELES,,Food & Drink
DELTA AIR LINES $95.62 Taxi,,Transport
AT&T Store,School supplies,Shopping
Aldi,Weekend brunch,Food & Drink
DOORDASH *Sweet Tomatoes PURCHASE,,Food & Drink
XBOX LIVE $17.76 Art show,,Entertainment
Gym,музыка,Entertainment
Amazon Locker, various,Other
PG&E ELECTRIC $24.21,,Bills & Utilities
Spa Day,,Entertainment
Roofing,Pest control,Housing
BP,Parking daily,Transport
National Car Rental,Parking fee,Transport
GOVERNMENT PAYMENT $87.66 Shipping,,Other
MEDICAL CENTER $747.13,,Healthcare
UNITED AIRLINES $219.30,,Transport
Grubhub Order,Takeout,Food & Drink
Goethe Institut,Books,Education
Disability,Donation received,Income
DELTA AIR LINES $776.55 Monthly transit,,Transport
HVAC,Tax payment,Housing
USAA,utilidades,Bills & Utilities
Singapore Airlines,Carry-on,Transport
ACH CREDIT Trust Distribution,,Income
Bond Maturity,वेतन,Income
Kumon,강좌,Education
Art School,Online learning,Education
Uber,Gas,Transport
Ring Doorbell,,Housing
UDEMY COURSE $311.83,,Education
ONLINE ORDER Barnes & Noble Shoes,,Shopping
UPS SHIPPING $6.70,,Other
Electrician,Maintenance,Housing
BP,voyage,Transport
Ramen Ichiran,déjeuner,Food & Drink
Verizon Store,Monthly box,Shopping
AMAZON.COM PURCHASE $301.13,,Shopping
VENMO CASHOUT $3564.07,,Income
Rebate,Settlement check,Income
Electrical,Repair supplies,Housing
APPLE STORE PURCHASE $418.53,,Shopping
Cable Bill,Fiber,Bills & Utilities
Smoothie King,طعام,Food & Drink
WALGREENS #5953 $733.48,,Healthcare
STEAM PURCHASE $129.13,,Entertainment
Taco Stand,Late night snack,Food & Drink
MoneyGram,잡다,Other
SPOTIFY USA $35.31,,Entertainment
Lime,Highway toll,Transport
Gmail,factures,Bills & Utilities
Thai Basil,Snack,Food & Drink
Freelancer.com,,Income
DELTA AIR LINES $439.50 Checked bag,,Transport
Greyhound,Premium gas,Transport
MORTGAGE PAYMENT $850.45,,Housing
Consulting Fee,지급,Income
Publix SUBSCRIPTION RENEWAL,,Food & Drink
MISC PURCHASE $69.70,,Other
PetCare,Glasses,Healthcare
Mechanic,Annual pass,Transport
UPS SHIPPING $138.96,,Other
BANK FEE $36.72 Handling,,Other
GOVERNMENT PAYMENT $111.58,,Other
Deezer,cinéma,Entertainment
LOWES #4074 $2917.89,,Housing
Stanford Online,Voice lesson,Education
Hack Reactor,Certification,Education
TICKETMASTER $82.20,,Entertainment
Tidal,,Entertainment
D&D Session,Movie,Entertainment
TGI Friday's,Coffee,Food & Drink
Skillsoft,学校,Education
DEBIT PURCHASE Half Price Books Baby items,,Shopping
Parking,Tire rotation,Transport
Best Buy,إلكترونيات,Shopping
Rental Income,State refund,Income
HOME DEPOT.COM $1410.22,,Housing
USPS,Unknown,Other
DENTAL ASSOCIATES $677.44 Contacts,,Healthcare
Fuel,Parking weekly,Transport
Binance,Insurance payout,Income
Big Lots,,Shopping
Dermatologist,Hospital stay,Healthcare
Phone Bill,Annual premium,Bills & Utilities
Micro Center,покупки,Shopping
Animal Hospital,,Healthcare
STATE FARM INS $217.41,,Bills & Utilities
LIVE NATION $122.18,,Entertainment
Prize Money,Online sale,Income
Lowe's,Moving,Housing
RECURRING PAYMENT Life Insurance,,Bills & Utilities
AMAZON.COM PURCHASE $370.70 Jacket,,Shopping
NETFLIX.COM $106.37,,Entertainment
CHEGG STUDY $923.50 English class,,Education
West End,Facial,Entertainment
Nightclub,Fitness class,Entertainment
Tax Return,Coaching,Income
TaskRabbit,Security,Housing
MEDICAL CENTER $1338.15,,Healthcare
Dior,zuhause,Shopping
IRS TREAS 310 TAX REF GoFundMe,,Income
MAINTENANCE Electrician $2588.16,,Housing
Physical Therapy,Orthodontist,Healthcare
Game Ticket,Meditation app,Entertainment
Panera Bread,Bakery,Food & Drink
At Home,옷,Shopping
DOORDASH *Domino's PURCHASE,,Food & Drink
Airport Parking,,Transport
Community College,Certification,Education
EXXON MOBIL #4972,,Transport
BEST BUY #1805 NEW YORK Mouse,,Shopping
Papa John's,comestibles,Food & Drink
Freelancer.com,Coaching,Income
Yo! Sushi,,Food & Drink
ACH CREDIT Refund IRS refund,,Income
Bath & Body Works,Art supplies,Shopping
QUEST DIAGNOSTICS $486.01,,Healthcare
BANK FEE $180.03,,Other
Disney+,Monthly premium,Bills & Utilities
SPOTIFY USA $20.11 Festival,,Entertainment
Shein,DLC,Shopping
Attorney,diversos,Other
Apprenticeship,Practice exam,Education
TARGET T-7723 PURCHASE,,Shopping
HOME DEPOT #9464 $977.35,,Housing
QUEST DIAGNOSTICS $252.37 Orthodontist,,Healthcare
PLAYSTATION STORE $183.34 Training session,,Entertainment
Sports Event,Training session,Entertainment
RENT PAYMENT $552.96 Roofing,,Housing
Conference,SAT prep,Education
Professional Development,Lab fee,Education
STEAM PURCHASE $113.31,,Entertainment
Chipotle Mexican Grill,레스토랑,Food & Drink
XBOX LIVE $194.68 Game purchase,,Entertainment
Gift Card,Boarding,Other
SKILLSHARE $262.54 Yoga class,,Education
Dividend Payment,GoFundMe,Income
Dental Associates,Flu shot,Healthcare
Stock Sale,Gift card redemption,Income
Pret A Manger,café da manhã,Food & Drink
PHARMACY PURCHASE $610.63,,Healthcare
Outback,Late night snack,Food & Drink
General Assembly,Learning,Education
Continuing Education,Cooking class,Education
Conference,,Education
Rite Aid,쇼핑,Shopping
Laundromat,,Other
Cleaning Service,,Housing
Upwork,收入,Income
Barron's,Certification,Education
STEAM PURCHASE $152.55 Audiobook,,Entertainment
Uber,avion,Transport
Commission,Settlement check,Income
VENMO CASHOUT $1518.27 Rental income,,Income
STOCK SALE CHAR $4448.44,,Income
Streaming service,Gallery exhibition,Entertainment
UNITED AIRLINES $499.29,,Transport
Side Gig,راتب,Income
Upwork,Royalties,Income
DEBIT PURCHASE Michael Kors,,Shopping
Pet Hospital,médico,Healthcare
DIVIDEND DIRE $6281.54 Royalties,,Income
BP Pulse,Ride share,Transport
Dentist,Dental cleaning,Healthcare
REI,,Shopping
Dividend Payment,Consulting,Income
Boohoo,Birthday gift,Shopping
Donation,misceláneos,Other
Disability,Freelance payment,Income
NETFLIX.COM $137.66,,Entertainment
Steam,संगीत,Entertainment
Alimony,Late fee,Bills & Utilities
AMC Theatres,娱乐,Entertainment
Nest,Furniture,Housing
STOCK SALE AIRB $1103.76 Patent income,,Income
GOVERNMENT PAYMENT $168.15,,Other
Social Security,Side hustle,Income
FEDEx SHIPPING $28.99,,Other
UDEMY COURSE $1977.89 Certificate program,,Education
UNIVERSITY TUITION $1870.36,,Education
HOME DEPOT #5019 $672.00 Maid service,,Housing
NETFLIX.COM $42.09 DLC,,Entertainment
Ride Share,essence,Transport
PROPERTY TAX $2024.05 Home insurance,,Housing
ONLINE PURCHASE Tesco.COM Juice,,Food & Drink
Bonus Payment,,Income
Microsoft Learn,,Education
Retail Store,,Other
UBER EATS *Little Caesars PURCHASE,,Food & Drink
Rentokil,Smart home,Housing
Restoration Hardware,,Shopping
Nest,आवास,Housing
Crate & Barrel,ملابس,Shopping
FutureLearn,Coding bootcamp,Education
Lyft,transport,Transport
Nest,منزل,Housing
Paycheck,ingresos,Income
TikTok,,Entertainment
Micro Center,maison,Shopping
VRBO,Repair,Housing
COMCAST CABLE $196.95 Monthly premium,,Bills & Utilities
ONLINE PURCHASE Pizza Hut.COM,,Food & Drink
Car Rental,,Transport
MORTGAGE PAYMENT $1518.69,,Housing
Window Repair,Move-in fee,Housing
Instituto Cervantes,bücher,Education
STATE FARM INS $318.40 Cloud storage,,Bills & Utilities
Flight,Checked bag,Transport
UDEMY COURSE $65.76,,Education
X-ray,Root canal,Healthcare
COURSERA PURCHASE $417.11,,Education
AMC THEATRES SYDNEY $134.99 Theatre,,Entertainment
Prescription,CPAP supplies,Healthcare
Costa Coffee,All-you-can-eat,Food & Drink
CHEGG STUDY $1216.02 Learning,,Education
Art Gallery,Family plan,Entertainment
Thai Basil,café da manhã,Food & Drink
AMC THEATRES DUBAI $132.05,,Entertainment
West Elm,vêtements,Shopping
Handyman,Home warranty,Housing
WAL-MART SUPERCENTER #6084,,Shopping
Freelance Client,返金,Income
APPLE STORE PURCHASE $493.35 Microtransaction,,Shopping
Hobby Lobby,Slippers,Shopping
Delta Airlines,Supercharger,Transport
Car2Go,Parking weekly,Transport
Broadway,Battle pass,Entertainment
Paychex,,Income
Workshop,Voice lesson,Education
Live Nation,音乐,Entertainment
RECURRING PAYMENT Nationwide,,Bills & Utilities
Disability,Consulting,Income
Tutoring Center,schule,Education
T-Mobile Store,Purchase,Shopping
Deezer,musik,Entertainment
UNITED AIRLINES $379.19,,Transport
Hack Reactor,Tuition fee,Education
UNIVERSITY TUITION $541.71 Tech course,,Education
Interest Payment,,Income
FiOS,Fiber,Bills & Utilities
STOCK SALE RETA $3845.36,,Income
Orkin,Flooring,Housing
UBER *TRIP $564.73 Lyft,,Transport
DELTA AIR LINES $267.19,,Transport
DIRECT DEPOSIT PAYROLL $9400.74 Airbnb income,,Income
SCHOOL PAYMENT $1250.33,,Education
NETFLIX.COM $78.38 Documentary,,Entertainment
WALGREENS #8265 $1391.25 Medical supplies,,Healthcare
Sweetgreen,café,Food & Drink
COURSERA PURCHASE $1921.17,,Education
UPS SHIPPING $124.89 Gift card purchase,,Other
HOME DEPOT #6749 $1456.92 Maid service,,Housing
Spotify,Maintenance fee,Bills & Utilities
STATE TREASURY REFUND Licensing,,Income
Snow Removal,住宅,Housing
Clinic,Surgery,Healthcare
NIKE.COM ORDER PURCHASE Jewelry,,Shopping
WAL-MART SUPERCENTER #8465 Charger,,Shopping
SunPass,택시,Transport
Subscription,Monthly fee,Shopping
COMCAST CABLE $161.31,,Bills & Utilities
Puma,,Shopping
SPOTIFY USA $187.01,,Entertainment
STEAM PURCHASE $187.48 DLC,,Entertainment
WALGREENS #7237 $156.30,,Healthcare
Public Storage,Paint,Housing
DOORDASH *Dunkin' PURCHASE Fries,,Food & Drink
Seafood Market STORE #4661 PURCHASE,,Food & Drink
ONLINE ORDER E-commerce Purchase Dress,,Shopping
Paramount+,,Entertainment
GEICO PAYMENT $60.27,,Bills & Utilities
Painting,Repair supplies,Housing
Papa John's,,Food & Drink
Alliance Française,,Education
Robinhood,भुगतान,Income
Denny's,café,Food & Drink
MAINTENANCE Budget Truck $1240.72,,Housing
DEBIT CARD PURCHASE Rainforest Cafe,,Food & Drink
Duolingo,Play,Entertainment
PLURALSIGHT $1040.55 Yoga class,,Education
Lottery Ticket,varios,Other
METRO TRANSIT $222.04,,Transport
STEAM PURCHASE $138.56 Premium subscription,,Entertainment
DEBIT PURCHASE CVS,,Shopping
EXXON MOBIL #7442,,Transport
METRO TRANSIT $614.00,,Transport
UBER *TRIP $534.27,,Transport
VENMO CASHOUT $2968.72 Freelance work,,Income
POS PURCHASE McDonald's DUBAI,,Food & Drink
Pho Hoa,mittagessen,Food & Drink
COMCAST CABLE $251.16,,Bills & Utilities
METRO TRANSIT $79.94 Airline ticket,,Transport
USPS,Boarding,Other
Pho Hoa,,Food & Drink
Metro Card,Daily commute,Transport
WALGREENS #9648 $357.41,,Healthcare
STOCK SALE RENT $3381.77,,Income
XBOX LIVE $82.75,,Entertainment
Streaming service,,Entertainment
Tea House,Weekly groceries,Food & Drink
TARGET T-5231 PURCHASE Monthly box,,Shopping
Lowe's,किराया,Housing
DIRECT DEBIT Recycling $160.68,,Bills & Utilities
Tesla Supercharger,,Transport
TJ Maxx,Belt,Shopping
UNIVERSITY TUITION $1514.32,,Education
COURSERA PURCHASE $1242.50,,Education
AUTOPAY VERIZON WIRELESS $123.18,,Bills & Utilities
UNITED AIRLINES $721.58 Car wash,,Transport
COMCAST CABLE $268.61,,Bills & Utilities
Gift Card,Fine payment,Other
Content subscription,Podcast,Entertainment
COMCAST CABLE $186.37,,Bills & Utilities
VENMO CASHOUT $781.66 Contract work,,Income
Dick's Sporting Goods,Office supplies,Shopping
UNIVERSITY TUITION $309.28 Textbook,,Education
Game pass,Video games,Entertainment
XBOX LIVE $163.71,,Entertainment
AMAZON.COM PURCHASE $408.98,,Shopping
QUEST DIAGNOSTICS $54.46,,Healthcare
Laser Tag,,Entertainment
HOA DUES $1306.55,,Housing
KAISER PERMANENTE $432.07,,Healthcare
Spotify,,Bills & Utilities
Adidas,घर,Shopping
TARGET T-9364 PURCHASE,,Shopping
Enterprise Rent-A-Car,EV charging,Transport
HOA Dues,فواتير,Bills & Utilities
Berlitz,Test preparation,Education
FEDEx SHIPPING $8.43 Contribution,,Other
ONLINE ORDER Tiffany & Co,,Shopping
Overtime Pay,Airbnb income,Income
BioReference,,Healthcare
Retail Purchase,kleidung,Shopping
Textbook Store,Loan payment,Education
STATE FARM INS $285.20 Service fee,,Bills & Utilities
HOA DUES $749.73 Airbnb stay,,Housing
Pharmacy,X-ray,Healthcare
Peet's Coffee,Wrap,Food & Drink
Taco Stand SUBSCRIPTION RENEWAL,,Food & Drink
MEDICAL CENTER $984.67 Pet medication,,Healthcare
HOME DEPOT #3780 $1944.19 Hotel,,Housing
UNIVERSITY TUITION $1776.57,,Education
Coursera,Voice lesson,Education
SHELL OIL PHOENIX #3722,,Transport
PLURALSIGHT $1243.74,,Education
USPS POSTAGE $34.33 Consultation,,Other
Direct Energy,Subscription,Bills & Utilities
APPLE STORE PURCHASE $352.24,,Shopping
PAYPAL TRANSFER $3191.31,,Income
Hobby Lobby,दुकान,Shopping
ASUS,App purchase,Shopping
VENMO CASHOUT $7753.21,,Income
Vision Center,Treatment,Healthcare
LOWES #7058 $1230.03,,Housing
PURCHASE AUTHORIZED Del Taco $35.92,,Food & Drink
DENTAL ASSOCIATES $1394.11,,Healthcare
Rental Car,Annual pass,Transport
Little Caesars,,Food & Drink
BEST BUY #7225 DUBAI,,Shopping
Nothing Bundt Cakes,café,Food & Drink
PLAYSTATION STORE $50.82 Annual plan,,Entertainment
DEBIT CARD PURCHASE Papa Murphy's,,Food & Drink
NIKE.COM ORDER PURCHASE Sandals,,Shopping
QUEST DIAGNOSTICS $840.03,,Healthcare
Recycling,,Bills & Utilities
Veterinarian,Urgent care,Healthcare
Lottery Ticket,一般,Other
WAL-MART SUPERCENTER #9447,,Shopping
AUTOPAY VERIZON WIRELESS $198.69,,Bills & Utilities
Avis,Flight ticket,Transport
IRCTC,Premium gas,Transport
WALGREENS #4107 $701.27,,Healthcare
Wine Shop,Ice cream,Food & Drink
Kroger STORE #1456 PURCHASE,,Food & Drink
United Airlines,Brake pads,Transport
Surgery,Braces,Healthcare
Museum,Monthly subscription,Entertainment
RENT PAYMENT $621.56 Repair,,Housing
Life Insurance,Direct debit,Bills & Utilities
Michaels,Tools,Shopping
DEBIT CARD PURCHASE Chipotle Ramen,,Food & Drink
DIVIDEND VANG $9816.72 Rebate check,,Income
Condo Fees,Service fee,Bills & Utilities
PG&E ELECTRIC $47.65 Cable,,Bills & Utilities
Apartment,,Housing
MAINTENANCE TaskRabbit $1218.94 Storage,,Housing
Chevron,Cab fare,Transport
UDEMY COURSE $162.09,,Education
Cash Back,,Income
RECURRING PAYMENT LA Fitness Interest charge,,Bills & Utilities
CARD 9873 PURCHASE Smoothie King Salad,,Food & Drink
Louis Vuitton,Charger,Shopping
First Aid,歯科,Healthcare
ACH CREDIT Rebate,,Income
Mattress Store,Plumber,Housing
Data plan,Interest charge,Bills & Utilities
MORTGAGE PAYMENT $1826.67,,Housing
BOOK STORE $1168.45,,Education
LIVE NATION $148.15,,Entertainment
Pizza Place,Late night snack,Food & Drink
Chipotle Mexican Grill,comestibles,Food & Drink
Starbucks,Cocktail,Food & Drink
USPS POSTAGE $130.93 Infraction,,Other
Yoga Studio,اشتراك,Bills & Utilities
CVS PHARMACY #3195 $1407.49,,Healthcare
LIVE NATION $68.72,,Entertainment
Xbox Store,Games,Entertainment
Paramount+,Digital purchase,Entertainment
CubeSmart,홈,Housing
Smoothie Bar,아침,Food & Drink
Lime,benzin,Transport
Burger King,Weekend brunch,Food & Drink
UNIVERSITY TUITION $1436.59 Swimming lesson,,Education
LYFT RIDES $667.11,,Transport
MAINTENANCE HomeAdvisor $819.90 Pest control,,Housing
LOWES #4600 $970.31,,Housing
Warehouse,Daily purchase,Other
CreativeLive,Coding bootcamp,Education
UBER *TRIP $598.11,,Transport
Jump Start,Airline ticket,Transport
Little Caesars,Cappuccino,Food & Drink
Salvation Army,,Other
Gas Bill,Cable,Bills & Utilities
Water Park,Gym membership,Entertainment
GameStop,Makeup,Shopping
Music School,,Education
Accountant,Childcare,Other
STATE FARM INS $30.63 Overdue payment,,Bills & Utilities
Karaoke,Bowling night,Entertainment
Krispy Kreme,ランチ,Food & Drink
Orkin,Home insurance,Housing
ONLINE PURCHASE Coffee Shop.COM,,Food & Drink
SKILLSHARE $471.28,,Education
QUEST DIAGNOSTICS $1469.49,,Healthcare
WALGREENS #6159 $230.53,,Healthcare
RENT PAYMENT $1618.20 Storage,,Housing
HOME DEPOT.COM $878.23 Cleaning,,Housing
ONLINE PURCHASE Texas Roadhouse.COM Taco,,Food & Drink
BJ's Wholesale,Jacket,Shopping
PHARMACY PURCHASE $1459.37 Follow-up,,Healthcare
Furniture Store,alquiler,Housing
LabCorp,Treatment,Healthcare
GEICO PAYMENT $161.16 Installation fee,,Bills & Utilities
PLAYSTATION STORE $170.78,,Entertainment
Tip,Insurance payout,Income
Costco,Cake,Food & Drink
DOORDASH *TGI Friday's PURCHASE,,Food & Drink
HOME DEPOT.COM $1004.61 Appliance,,Housing
COURSERA PURCHASE $1038.07 Cooking class,,Education
Instituto Cervantes,,Education
QUEST DIAGNOSTICS $649.18 Counseling,,Healthcare
UBER *TRIP $164.50 Auto payment,,Transport
PHARMACY PURCHASE $522.24 Extraction,,Healthcare
Gift Card,Uncategorized,Other
Alamo,Airport transfer,Transport
Blood test,Pet surgery,Healthcare
LA Fitness,Annual premium,Bills & Utilities
UPS SHIPPING $103.46,,Other
BOOK STORE $1784.26,,Education
LIVE NATION $85.42 Expansion,,Entertainment
CVS Pharmacy,hospital,Healthcare
Kaplan,Online course,Education
PetSmart,,Shopping
Notary,Unit rental,Other
Bond Maturity,revenu,Income
Direct Energy,,Bills & Utilities
Plant Store,Lost item,Other
GEICO PAYMENT $286.66,,Bills & Utilities
Big Lots,홈,Shopping
Bun Bo Hue,Coffee,Food & Drink
UPS SHIPPING $129.86,,Other
HOA DUES $2147.08 Garden,,Housing
Pawn Shop,各種,Other
Xfinity,versicherung,Bills & Utilities
Side Gig,Award,Income
HOA DUES $2887.55 Security,,Housing
Outback,Chicken,Food & Drink
DELTA AIR LINES $658.80,,Transport
WooCommerce,Bonus,Income
Smart Home,Property tax,Housing
Lufthansa,旅行,Transport
Security System,Vacation rental,Housing
DIRECT DEPOSIT PAYROLL $5013.69,,Income
SKILLSHARE $1179.73,,Education
Carpet,,Housing
DIVIDEND EMPL $4783.68 Prize,,Income
Church,общее,Other
Central Computer,Headphones,Shopping
RENT PAYMENT $2886.76 Property tax,,Housing
Brinks,बीमा,Bills & Utilities
Town Hall,Childcare,Other
Pet Store,Unit rental,Other
Greyhound,EV charging,Transport
Ramen Ichiran,,Food & Drink
KAISER PERMANENTE $292.11,,Healthcare
Toll,نقل,Transport
HOA Payment,Property tax,Housing
Publix,Chicken,Food & Drink
Reliant Energy,,Bills & Utilities
Nanny,Accounting,Other
SCHOOL PAYMENT $911.33 Tuition fee,,Education
IRCTC,,Transport
COURSERA PURCHASE $442.66 Annual plan,,Education
Dior,إلكترونيات,Shopping
PROPERTY TAX $1085.19 Paint,,Housing
BEST BUY #4713 SEOUL Camping,,Shopping
TARGET T-6202 PURCHASE,,Shopping
Lottery Ticket,各种,Other
NETFLIX.COM $84.56,,Entertainment
Lawn Care,Maid service,Housing
Handyman,,Housing
STOCK SALE TAX  $758.36 Overtime,,Income
Barron's,Online course,Education
GEICO PAYMENT $177.17 Service fee,,Bills & Utilities
Qatar Airways,First class,Transport
SCHOOL PAYMENT $1720.15,,Education
VOD,ترفيه,Entertainment
HOME DEPOT #4148 $1562.07 Moving,,Housing
Amtrak,,Transport
WAL-MART SUPERCENTER #5873,,Shopping
SPOTIFY USA $195.32 Fitness class,,Entertainment
Clinic,Pet vet visit,Healthcare
Freenow,taxi,Transport
Dior,Toys,Shopping
Prada,Electronics,Shopping
Under Armour,Toys,Shopping
Gas Station,Cab fare,Transport
KAISER PERMANENTE $684.33,,Healthcare
Taco Bell,مطعم,Food & Drink
UBER EATS *Sweetgreen PURCHASE,,Food & Drink
STOCK SALE UPWO $6347.00 Licensing,,Income
United Way,общее,Other
GameStop,Digital purchase,Shopping
Puma,Shoes,Shopping
Clinic,Consultation,Healthcare
Life Insurance,Auto-pay,Bills & Utilities
TGI Friday's,,Food & Drink
T-MOBILE AUTOPAY $68.20,,Bills & Utilities
TaskRabbit,Storage,Housing
Codecademy,libros,Education
Green Mountain Energy,,Bills & Utilities
DOORDASH *Hardee's PURCHASE,,Food & Drink
UNITED AIRLINES $632.46 Parking fee,,Transport
Books-A-Million,Mouse,Shopping
Life Insurance,Monthly fee,Bills & Utilities
Public Storage,Utility deposit,Housing
Ambulance,Medical,Healthcare
Health Insurance,versicherung,Bills & Utilities
CVS PHARMACY #4524 $832.17 LASIK,,Healthcare
Transit Authority,essence,Transport
VENMO CASHOUT $3191.46,,Income
Auto Repair,самолет,Transport
Nike,roupas,Shopping
NETFLIX.COM $170.02,,Entertainment
BOOK STORE $701.60,,Education
Garage Sale,Part-time work,Income
Continuing Education,,Education
DELTA AIR LINES $392.70,,Transport
Banggood,Skincare,Shopping
AUTOPAY VERIZON WIRELESS $161.28 Auto-pay,,Bills & Utilities
STEAM PURCHASE $41.71 Festival,,Entertainment
POS PURCHASE Arby's SAO PAULO Date night,,Food & Drink
DIVIDEND AIRB $4531.42,,Income
GMAT Prep,本,Education
RENT PAYMENT $2715.11 Appliance,,Housing
Nike,Clothing,Shopping
METRO TRANSIT $789.31 Gas,,Transport
Contractor,Plumber,Housing
KAISER PERMANENTE $47.85 Therapy,,Healthcare
Gusto Payroll,支払い,Income
CVS Pharmacy,Vitamins,Healthcare
Craft supplies,Monthly subscription,Entertainment
BEST BUY #5595 LONDON Furniture,,Shopping
MEDICAL CENTER $815.03,,Healthcare
Monthly Pass,avião,Transport
USPS,Other expense,Other
BANK FEE $170.28 Top-up,,Other
GEICO PAYMENT $200.68 Processing fee,,Bills & Utilities
Monthly Pass,Long distance ride,Transport
Convenience Fee,Damage payment,Other
Bet,Postage,Other
Gym Membership,коммунальные,Bills & Utilities
Lidl,Counter service,Food & Drink
BOOK STORE $723.41 Lifetime access,,Education
License Renewal,université,Education
Booking.com,Packing,Housing
College,Language class,Education
UBER *TRIP $503.64,,Transport
Dollar Tree,쇼핑,Shopping
HOME DEPOT #8983 $737.73 Packing,,Housing
STEAM PURCHASE $198.46 Music,,Entertainment
SCHOOL PAYMENT $463.08,,Education
Transit,Metro pass,Transport
MetLife,Annual premium,Bills & Utilities
Azure Certification,Tuition,Education
Airport,Bus fare,Transport
United Way,Damage payment,Other
MORTGAGE PAYMENT $1611.67,,Housing
NETFLIX.COM $144.98,,Entertainment
Deezer,Video games,Entertainment
DIRECT DEBIT Adobe Creative Cloud $240.43,,Bills & Utilities
Recycling,サブスクリプション,Bills & Utilities
AMC THEATRES LONDON $183.29 Movie,,Entertainment
POS PURCHASE Buffalo Wild Wings MUMBAI Date night,,Food & Drink
MORTGAGE PAYMENT $2310.77 Maid service,,Housing
Southwest Airlines,Highway toll,Transport
BEST BUY #4369 SAO PAULO,,Shopping
MEDICAL CENTER $933.22,,Healthcare
DMV,Grooming,Other
T-MOBILE AUTOPAY $44.66,,Bills & Utilities
Bank of America,دفعة,Income
Pizza Hut,餐厅,Food & Drink
STEAM PURCHASE $105.17 Gym membership,,Entertainment
TICKETMASTER $138.15,,Entertainment
Gift Card,diversos,Other
Church,Legal fee,Other
Mayo Clinic,Therapy,Healthcare
MAINTENANCE Mortgage $1648.89,,Housing
Disney+,Service fee,Bills & Utilities
SSDI,Online sale,Income
Subscription Service,,Other
PROPERTY TAX $518.57 Monthly rent,,Housing
Child Support,Finance charge,Bills & Utilities
Ramen Ichiran,Wrap,Food & Drink
Flatiron School,Textbook,Education
MinuteClinic,hôpital,Healthcare
UDEMY COURSE $987.19,,Education
Facebook Marketplace Housing,hogar,Housing
NIKE.COM ORDER PURCHASE Shoes,,Shopping
MISC PURCHASE $199.72 Replacement,,Other
Peet's Coffee,ресторан,Food & Drink
Roofing,Vacation rental,Housing
Dick's Sporting Goods,eletrônicos,Shopping
RECURRING PAYMENT Planet Fitness,,Bills & Utilities
Taxi,,Transport
Dairy Queen,,Food & Drink
Nando's,Bowl,Food & Drink
Enterprise Rent-A-Car,,Transport
Late Fee,,Other
SNCF,نقل,Transport
METRO TRANSIT $319.27 Cab fare,,Transport
Greyhound,Airline ticket,Transport
TXU Energy,تأمين,Bills & Utilities
Mechanic,,Transport
METRO TRANSIT $258.95,,Transport
Goethe Institut,Online learning,Education
Xbox Store,मनोरंजन,Entertainment
MISC PURCHASE $127.84 Grooming,,Other
SeatGeek,развлечения,Entertainment
T-MOBILE AUTOPAY $40.67,,Bills & Utilities
GOVERNMENT PAYMENT $136.53,,Other
MEDICAL CENTER $341.00,,Healthcare
RECURRING PAYMENT Data plan,,Bills & Utilities
HOME DEPOT #7912 $2710.48 Decor,,Housing
DEBIT PURCHASE HomeGoods,,Shopping
Oil Change,Highway toll,Transport
USPS,otros,Other
Gusto Payroll,Bonus,Income
KAISER PERMANENTE $1150.99 Dental work,,Healthcare
DOORDASH *Shake Shack PURCHASE Lunch,,Food & Drink
POS PURCHASE Texas Roadhouse LONDON,,Food & Drink
Burlington,,Shopping
DHL,Damage payment,Other
Marketplace Order,Sports equipment,Shopping
Auto Insurance,تأمين,Bills & Utilities
Mechanic,Bridge toll,Transport
Surgery,Hospital stay,Healthcare
Bet,divers,Other
Duke Energy,Auto-pay,Bills & Utilities
AMC THEATRES SAO PAULO $40.91,,Entertainment
Starbucks,Dinner,Food & Drink
BEST BUY #3504 HOUSTON,,Shopping
Paintball,Game purchase,Entertainment
PAYPAL TRANSFER $6894.30,,Income
Refund,Settlement check,Income
QUEST DIAGNOSTICS $173.83,,Healthcare
DEBIT CARD PURCHASE Genki Sushi,,Food & Drink
Alliance Française,Fellowship,Education
LabCorp,药房,Healthcare
MISC PURCHASE $182.34 Infraction,,Other
Art Gallery,Museum visit,Entertainment
Upwork,Freelance payment,Income
JetBlue,Round trip,Transport
Air France,Regular gas,Transport
AMC THEATRES NEW YORK $76.19,,Entertainment
T-MOBILE AUTOPAY $211.77,,Bills & Utilities
Health insurance copay,مستشفى,Healthcare
Etsy,T-shirt,Shopping
NIKE.COM ORDER PURCHASE Adapter,,Shopping
E*Trade,Refund,Income
Pet Emergency,مستشفى,Healthcare
